Key,Text
EFFECT_DECAYCHANNEL_DESC,Canalizzazione del Decadimento ha aumentato per breve tempo il Danno magico dopo il lancio di un incantesimo di Magia della peste.
EFFECT_DEFENDANDASSAULT,Difesa e Assalto
EFFECT_DEFENDANDASSAULT_DESC,Difesa e Assalto ha aumentato per breve tempo la Velocità d'attacco dopo una Rappresaglia riuscita.
EFFECT_DOUBLESTRIKE,Colpo doppio
EFFECT_ECHOEDFOCUS,Concentrazione Riecheggiata
EFFECT_ECHOEDFOCUS_DESC,Concentrazione Riecheggiata aumenta la Rigenerazione della concentrazione mentre un nemico vicino ha più di 5 accumuli di Eco temporale.
EFFECT_ECHOESOFICE,Echi di Ghiaccio
EFFECT_ECHOESOFICE_DESC,Echi di Ghiaccio riapplica il Gelo consumato come Eco temporale per la sua durata residua.
EFFECT_ELECTRIC,Elettricità
EFFECT_ELECTRIC_DAMAGE,Danno da elettricità
EFFECT_ELVISHVELOCITY,Velocità Elfica
EFFECT_ELVISHVELOCITY_DESC,Aumenta per breve tempo la Velocità di movimento dopo un'abilità da Elfo.
EFFECT_ETHER,Etere
EFFECT_ETHER_DAMAGE,Danno da etere
EFFECT_FINISHINGEDGE,Filo Finale
EFFECT_FINISHINGEDGE_DESC,Aumenta per breve tempo il Danno critico dopo un colpo critico a un nemico indebolito.
EFFECT_FIRE,Fuoco
EFFECT_FIRE_DAMAGE,Danno da fuoco
EFFECT_FLAMEFEEDFRENZY,Frenesia Nutrifiamma
EFFECT_FLAMEFEEDFRENZY_DESC,Frenesia Nutrifiamma ha aumentato la Velocità d'attacco e la Celerità magica in base agli accumuli di Ustione consumati.
EFFECT_FLAMINGOILCOATING,Rivestimento di Olio Fiammeggiante
EFFECT_FLAMINGOILCOATING_DESC,Gli attacchi infliggono il 50% del loro danno come Danno da fuoco.
EFFECT_FOCUSEDASSAULT,Assalto Focalizzato
EFFECT_FOCUSEDASSAULT_DESC,Aumenta per breve tempo il Danno d'attacco dopo un'abilità da Elfo.
EFFECT_FROSTBOUND,Vincolo gelido
EFFECT_FROSTEDOILCOATING,Rivestimento di Olio Gelido
EFFECT_FROSTEDOILCOATING_DESC,Gli attacchi infliggono il 50% del loro danno come Danno da ghiaccio.
EFFECT_GLACIALDRAG,Trascinamento Glaciale
EFFECT_GLACIALDRAG_DESC,Trascinamento Glaciale ha rallentato un nemico in base agli accumuli di Gelo consumati su di esso.
EFFECT_HAYMAKER,Colpo Demolitore
EFFECT_HAYMAKER_DESC,Colpo Demolitore ha aumentato per breve tempo il Danno fisico dopo uno scatto rapido.
EFFECT_HEAL,Cura
EFFECT_HEALTHDOWN,Riduzione di Salute
EFFECT_HEALTHDOWN_DESC,La Salute massima è ridotta.
EFFECT_HEALTHUP,Aumento di Salute
EFFECT_HEALTHUP_DESC,La Salute massima è aumentata.
EFFECT_ICE,Ghiaccio
EFFECT_ICE_DAMAGE,Danno da ghiaccio
EFFECT_INFECTIONSCENT,Odore d'Infezione
EFFECT_INFECTIONSCENT_DESC,Odore d'Infezione ha aumentato per breve tempo la Probabilità di critico dopo un colpo a un nemico fortemente Avvelenato.
EFFECT_INOCULATION,Inoculazione
EFFECT_KINDLED,Ravvivato
EFFECT_KINDLEDFOCUS,Concentrazione Ravvivata
EFFECT_KINDLEDFOCUS_DESC,Concentrazione Ravvivata ha aumentato per breve tempo la Rigenerazione della concentrazione dopo l'applicazione di Ustione.
EFFECT_KNOCKOUTRESERVES,Riserve da Knockout
EFFECT_KNOCKOUTRESERVES_DESC,Riserve da Knockout ha ripristinato Vigore dopo lo stordimento di un nemico.
EFFECT_LIONSURGE,Ondata del Leone
EFFECT_LIONSURGE_DESC,Ondata del Leone ha aumentato per breve tempo il Danno perforante dopo un colpo critico perforante.
EFFECT_MAGIC_DAMAGE,Danno magico
EFFECT_MAGICDAMAGEDOWN,Riduzione di Danno magico
EFFECT_MAGICDAMAGEDOWN_DESC,il Danno magico si riduce.
EFFECT_MAGICDAMAGEUP,Aumento di Danno magico
EFFECT_MAGICDAMAGEUP_DESC,il Danno magico aumenta.
EFFECT_MURDERTEMPO,Tempo Omicida
EFFECT_MURDERTEMPO_DESC,Tempo Omicida ha aumentato per breve tempo la Velocità d'attacco e il Danno critico dopo un colpo mortale critico.
EFFECT_OVERCHANNEL,Sovraccanalizzazione
EFFECT_OVERCHANNEL_DESC,Sovraccanalizzazione ha aumentato per breve tempo il Danno magico dopo una spesa elevata di Concentrazione per un incantesimo.
EFFECT_PERMAFROSTRHYTHM,Ritmo del Permafrost
EFFECT_PERMAFROSTRHYTHM_DESC,Ritmo del Permafrost ha aumentato la Celerità magica in base agli accumuli di Gelo consumati.
EFFECT_PHYSICAL_DAMAGE,Danno fisico
EFFECT_PHYSICALDAMAGEDOWN,Riduzione di Danno fisico
EFFECT_PHYSICALDAMAGEDOWN_DESC,il Danno fisico si riduce.
EFFECT_PHYSICALDAMAGEUP,Aumento di Danno fisico
EFFECT_PHYSICALDAMAGEUP_DESC,il Danno fisico aumenta.
EFFECT_PLAGUEMIND,Mente della Peste
EFFECT_PLAGUEMIND_DESC,Mente della Peste ha conferito Concentrazione al colpo bonus per breve tempo dopo un forte avvelenamento di un nemico.
EFFECT_POISON,Veleno
EFFECT_POISONRESISTANCE,Resistenza Veleno
EFFECT_POISONRESISTANCE_DESC,"Quando un Effetto ad accumulo di Veleno si applica a un bersaglio con questo effetto attivo, riduci gli accumuli applicati del 50%, arrotondando per eccesso, con un minimo di 1."
EFFECT_PUMMEL,Martellamento
EFFECT_PUMMEL_DESC,Martellamento ha aumentato per breve tempo il Danno fisico dopo tre colpi contundenti in rapida successione.
EFFECT_PYREECHO,Eco della Pira
EFFECT_PYREECHO_DESC,Eco della Pira ha aumentato il Danno magico in base agli accumuli di Ustione del bersaglio.
EFFECT_RAGE,Furia
EFFECT_RAGEFROMRUIN,Furia dalla Rovina
EFFECT_RAGEFROMRUIN_DESC,Furia dalla Rovina ha conferito Furia dopo lo stordimento di un nemico.
EFFECT_RECOVERYDOWN,Recupero ridotto
EFFECT_RECOVERYDOWN_DESC,la Rigenerazione del vigore si riduce.
EFFECT_RECOVERYUP,Recupero aumentato
EFFECT_RECOVERYUP_DESC,la Rigenerazione del vigore aumenta.
EFFECT_REGENERATIONDOWN,Riduzione di Rigenerazione
EFFECT_REGENERATIONDOWN_DESC,La Rigenerazione della salute è ridotta.
EFFECT_REGENERATIONUP,Aumento di Rigenerazione
EFFECT_REGENERATIONUP_DESC,La Rigenerazione della salute è aumentata.
EFFECT_REJUVINATIONDOWN,Ringiovanimento ridotto
EFFECT_REJUVINATIONDOWN_DESC,la Rigenerazione della concentrazione si riduce.
EFFECT_REJUVINATIONUP,Ringiovanimento aumentato
EFFECT_REJUVINATIONUP_DESC,la Rigenerazione della concentrazione aumenta.
EFFECT_RESISTANCEDOWN,Riduzione di Resistenza
EFFECT_RESISTANCEDOWN_DESC,La Resistenza è ridotta e aumenta il Danno magico subito.
EFFECT_RESISTANCEUP,Aumento di Resistenza
EFFECT_RESISTANCEUP_DESC,La Resistenza è aumentata e riduce il Danno magico subito.
EFFECT_RIPOSTE,Riposta
EFFECT_RIPOSTE_DESC,Riposta ha aumentato per breve tempo il Danno da taglio dopo aver parato un attacco.
EFFECT_RIPOSTEDISCIPLINE,Disciplina della Riposta
EFFECT_RIPOSTEDISCIPLINE_DESC,Disciplina della Riposta è pronta. Il prossimo Terzo Colpo infligge più danno.
EFFECT_ROOTED,Radicato
EFFECT_ROOTED_DESC,Radicato. Non puoi muoverti finché l'effetto non termina.
EFFECT_SECONDWIND,Secondo Respiro
EFFECT_SECONDWIND_DESC,Secondo Respiro ha rimborsato metà di una spesa elevata di Vigore. Può accadere solo una volta ogni 15 secondi.
EFFECT_SHADOWEDSTEEL,Acciaio Ombrato
EFFECT_SHADOWEDSTEEL_DESC,Acciaio Ombrato ha aumentato per breve tempo il Danno fisico dopo l'uso di un'Arte dell'ombra.
EFFECT_SHOCK,Scossa
EFFECT_SILENTRECOVERY,Recupero Silenzioso
EFFECT_SILENTRECOVERY_DESC,Recupero Silenzioso ha aumentato per breve tempo la Rigenerazione del vigore dopo che il Vigore è sceso sotto il 35%.
EFFECT_SLASHANDBASH,Taglia e Percuoti
EFFECT_SLASHANDBASH_DESC,Taglia e Percuoti ha aumentato per breve tempo il Danno fisico dopo un colpo mortale da taglio.
EFFECT_SONICDAGGERS,Pugnali Sonici
EFFECT_SONICDAGGERS_DESC,L'effetto Pugnali Sonici è attivo. Gli attacchi automatici lanciano un Dardo Sonico aggiuntivo contro il bersaglio.
EFFECT_SPEEDDOWN,Velocità ridotta
EFFECT_SPEEDDOWN_DESC,la Velocità di movimento si riduce.
EFFECT_SPEEDUP,Accelera
EFFECT_SPEEDUP_DESC,la Velocità di movimento aumenta.
EFFECT_STAMINADOWN,Riduzione di Vigore
EFFECT_STAMINADOWN_DESC,Il Vigore massimo è ridotto.
EFFECT_STAMINAUP,Aumento di Vigore
EFFECT_STAMINAUP_DESC,Il Vigore massimo è aumentato.
EFFECT_STONEHIDE,Pelle di Pietra
