Key,Text
SPELL_CONTAGION_MOD_1,"Trasferimento vettoriale: Se il bersaglio infetto muore mentre Contagio è attivo, Contagio si trasferisce al nemico più vicino a portata e si rinnova al 50% della sua durata rimanente. Trasferimento vettoriale può verificarsi una volta per lancio."
SPELL_CONTAGION_MOD_2,"Contagio persistente: Quando Contagio termina, la zona contagiosa resta nella posizione finale del bersaglio per 3 secondi. La zona persistente infligge il 50% di Danno da decadimento in meno e non copia più il Veleno applicato al bersaglio originale."
SPELL_CONTAGION_MOD_3,Nube pandemica: Contagio non si attacca più al bersaglio. Crea invece una zona contagiosa fissa nella posizione del bersaglio per 6 secondi. Il raggio della zona aumenta del 25%.
SPELL_CONTAGION_MOD_4,"Contagio esplosivo: Quando Contagio termina, esplode, infliggendo Danno da decadimento ai nemici nella zona contagiosa. Il danno dell'esplosione aumenta del 5% per ogni carica di Veleno sul bersaglio infetto, fino al 50%. La durata di Contagio si riduce di 1 secondo."
SPELL_CONTAGION_MOD_5,Contagio Avvelenante: Contagio applica 3 cariche aggiuntive di Veleno al bersaglio infetto al lancio. La zona contagiosa applica 1 carica aggiuntiva di Veleno al secondo ai nemici al suo interno.
SPELL_CONTAGION_MOD_6,Contagio Purgante: Contagio consuma fino a 10 cariche di Veleno dal bersaglio infetto al lancio. Ogni carica di Veleno consumata aumenta il Danno da decadimento di Contagio del 5% per tutta la sua durata. Contagio non applica più le sue 5 cariche iniziali di Veleno.
SPELL_CONTAGION_MOD_7,"Contagio Inoculante: Quando Contagio copia il Veleno dal bersaglio infetto ad almeno un nemico nella zona contagiosa, ottieni 2 cariche di Inoculazione. Può verificarsi una volta ogni 1 secondo."
SPELL_CONTAGION_MOD_8,Contagio inoculato: Contagio consuma fino a 5 cariche di Inoculazione al lancio. Ogni carica di Inoculazione consumata aumenta il raggio di Contagio del 6% e la durata di 0.5 secondi.
SPELL_CONTAGION_MOD_9,"Contagio Coagulante: Quando Contagio copia il Veleno dal bersaglio infetto ai nemici nella zona contagiosa, converte parte di quel Veleno copiato in Sanguinamento. Di base, ogni 4 cariche di Veleno copiate applicano invece 1 carica di Sanguinamento, fino alla quantità di Veleno copiato."
SPELL_CONTAGION_NAME,Contagio
SPELL_COOLDOWN,Tempo di recupero
SPELL_COPPERTHROWINGKNIFE_DESC,Lancia un coltello di rame che applica Sanguinamento a ogni nemico che trafigge.
SPELL_COPPERTHROWINGKNIFE_NAME,Coltello da Lancio di Rame
SPELL_CORNUCHARGE_DESC,"Premi per lanciare. Carica nella direzione bersaglio, infliggendo Danno contundente al primo mostro colpito e rilasciando un'Onda di Shock che danneggia e interrompe i nemici vicini. Il danno aumenta con la distanza percorsa."
SPELL_CORNUCHARGE_EFFECT_0,Danno contundente: (PB:2.05)
SPELL_CORNUCHARGE_MOD_0,Onda di Shock di Cornu: Carica di Cornu ora infligge danno in un'area più ampia all'impatto.
SPELL_CORNUCHARGE_MOD_1,Carica dell'odore del sangue: Carica di Cornu rimborsa il 35% del proprio tempo di recupero quando colpisce un nemico sanguinante.
SPELL_CORNUCHARGE_MOD_2,Amplificazione della carica contro storditi: Carica di Cornu infligge il 50% di danno extra ai bersagli storditi.
SPELL_CORNUCHARGE_MOD_3,"Carica Mietente: Carica di Cornu consuma il Sanguinamento sul nemico colpito per ottenere il 5% di Accumulo di stordimento aggiuntivo per carica di Sanguinamento consumata, fino al 50%."
SPELL_CORNUCHARGE_MOD_4,Carica Lacerante: Carica di Cornu applica 3 cariche di Sanguinamento al nemico colpito e altre 2 se vicino alla distanza massima.
SPELL_CORNUCHARGE_MOD_5,Carica Infuriante: Carica di Cornu conferisce 5 Furia quando colpisce un nemico.
SPELL_CORNUCHARGE_MOD_6,"Carica Furente: Carica di Cornu consuma Furia per infliggere il 5% di danno in più per carica di Furia, fino a un aumento del 50%."
SPELL_CORNUCHARGE_NAME,Carica di Cornu
SPELL_CORRUPTEDCLAW_DESC,Sferra colpi ai nemici davanti a te
SPELL_CORRUPTEDCLAW_NAME,Artiglio Corrotto
SPELL_CORRUPTEDDROOPKINGERUPT_NAME,Eruzione del Re Droop Corrotto
SPELL_CORRUPTEDDROOPKINGLUNGE_DESC,Balza verso una posizione bersaglio
SPELL_CORRUPTEDDROOPKINGLUNGE_NAME,Affondo del Re Droop Corrotto
SPELL_CORRUPTEDDROOPKINGSPIT_NAME,Sputo del Re Droop Corrotto
SPELL_CORRUPTEDFORESTKINGPHASECHANGE_DESC,.
SPELL_CORRUPTEDFORESTKINGPHASECHANGE_NAME,Cambio di Fase del Re della Foresta Corrotto
SPELL_CORRUPTEDROOTSTOMP_DESC,"Il Treant pesta il terreno, infliggendo danno in un'ampia area."
SPELL_CORRUPTEDROOTSTOMP_NAME,Pestone di Radici Corrotte
SPELL_CORRUPTEDTREANTSWIPE_DESC,Sferra colpi ai nemici davanti al Treant
SPELL_CORRUPTEDTREANTSWIPE_NAME,Fendente di Treant Corrotto
SPELL_COST,Costo
SPELL_CRIPPLINGSTRIKE_DESC,"Tieni premuto per caricare. Rilascia per colpire, infliggendo (AT), rallentando i nemici del 25% per 5 secondi e interrompendoli. Attaccare dopo un colpo a carica completa avvia un Attacco finale."
SPELL_CRIPPLINGSTRIKE_EFFECT_0,(AT): (PX:2.79)
SPELL_CRIPPLINGSTRIKE_NAME,Colpo Storpiante
SPELL_CROSSBOWSWAP_DESC,"La parte di Cambio arma relativa alla balestra. Salta indietro e spara 2 colpi nella direzione bersaglio, ciascuno dei quali infligge Danno perforante."
SPELL_CROSSBOWSWAP_NAME,Cambio a balestra
SPELL_CROWNBREAKERSWEEP_DESC,"Ampia spazzata di una mazza di rottami che attraversa la sala, lasciando solo un piccolo spazio sicuro accanto al braccio."
SPELL_CROWNBREAKERSWEEP_NAME,Spazzata Spaccacorona
SPELL_DECAYBURST_DESC,"Una scarica tossica di decadimento erutta attorno al bersaglio, infliggendo Danno da decadimento a tutti i nemici vicini."
SPELL_DECAYBURST_EFFECT_0,Danno da decadimento: (MD:0.61)
SPELL_DECAYBURST_NAME,Scarica di Decadimento
SPELL_DESCRIPTION,Descrizione
SPELL_DEVOUR_DESC,"Premi per lanciare. Divora il nemico davanti a te, infliggendo Danno da taglio che aumenta quanto più bassa è la salute del nemico. Uccidere un nemico con Divorare ti conferisce uno scudo protettivo."
SPELL_DEVOUR_EFFECT_0,Danno da taglio: (PS:3.05)
SPELL_DEVOUR_NAME,Divorare
SPELL_DEVOURCALL_DESC,"Richiama goblin da divorare, ripristinando la vitalità del Re Goblin."
SPELL_DEVOURCALL_NAME,Richiamo Divoratore
SPELL_DRAGONSBREATH_DESC,"Premi per lanciare. Sprigiona un flusso di fuoco per 2.5 secondi, lanciando 6 proiettili che infliggono Danno da fuoco e applicano Ustione. Durante il lancio resti bloccato sul posto."
SPELL_DRAGONSBREATH_EFFECT_0,Danno da fuoco: (MF:2.14)
SPELL_DRAGONSBREATH_EFFECT_1,Ustione: 1
SPELL_DRAGONSBREATH_MOD_0,"Drago concentrato: Soffio del Drago non applica più Ustione, ma infligge il 50% di Danno da fuoco in più."
SPELL_DRAGONSBREATH_MOD_1,"Drago remoto: Soffio del Drago inizia il lancio dalla tua posizione attuale e non ti blocca più sul posto. Puoi muoverti dopo il lancio, ma Soffio del Drago resta nella posizione di lancio originale per tutta la sua durata."
SPELL_DRAGONSBREATH_MOD_2,"Drago canalizzato: Soffio del Drago diventa un incantesimo da canalizzare tenendo premuto. Durante la canalizzazione, Soffio del Drago lancia proiettili senza sosta, infliggendo Danno da fuoco ridotto del 25% e applicando Ustione. Rilasciare la canalizzazione termina Soffio del Drago in anticipo. Tempo di recupero ridotto a 3 secondi."
SPELL_DRAGONSBREATH_MOD_3,"Drago comburente: Ogni proiettile di Soffio del Drago consuma fino a 1 carica di Ustione da ogni nemico colpito. Per ogni carica di Ustione consumata, quel proiettile infligge il 12% di Danno da fuoco in più a quel nemico. Soffio del Drago non applica più Ustione."
SPELL_DRAGONSBREATH_MOD_4,"Drago Fiammeggiante: Ogni proiettile di Soffio del Drago consuma 1 delle tue cariche di Ravvivato quando colpisce un nemico. Per ogni carica di Ravvivato consumata, quel proiettile infligge il 10% di Danno da fuoco in più."
SPELL_DRAGONSBREATH_MOD_5,"Drago dell'Incendio Selvaggio: Quando un proiettile di Soffio del Drago applica Ustione a un nemico, applica anche 1 carica di Ustione a un massimo di 2 nemici vicini."
