SKILL_BRAWLER_E10_DESC	Aumenta l'Accumulo di stordimento del 10% <x1/> Aumenta la tua Probabilità di critico del 4%.
SKILL_BRAWLER_ES1B2_NAME	Aumento bonus fisico di Jab rapido II
SKILL_BRAWLER_ES1B3_DESC	Aumenta del 6% per punto il bonus al Danno fisico conferito da Jab rapido.
SKILL_BRAWLER_ES1B3_NAME	Aumento bonus fisico di Jab rapido III
SKILL_BRAWLER_ES1B4_DESC	Aumenta di 1 il numero di cariche disponibili di Jab rapido.
SKILL_BRAWLER_ES1B4_NAME	Aumento cariche di Jab rapido I
SKILL_BRAWLER_ES1B5_DESC	Aumenta di 1 il numero di cariche disponibili di Jab rapido.
SKILL_BRAWLER_ES1B5_NAME	Aumento cariche di Jab rapido II
SKILL_BRAWLER_ES1B8_DESC	Aumenta di 1 per punto la Furia ottenuta con Jab Infuriante.
SKILL_BRAWLER_ES1B8_NAME	Aumento Jab Infuriante I
SKILL_BRAWLER_ES1B9_DESC	Aumenta di 1 il numero massimo di colpi aggiuntivi.
SKILL_BRAWLER_ES1B9_NAME	Aumento Jab Furente I
SKILL_BRAWLER_ES1U1_DESC	Ogni Jab rapido lanciato entro 2 secondi dal precedente ne aumenta il danno del 12%, fino a 3 accumuli.
SKILL_BRAWLER_ES1U1_NAME	Colpi rapidi
SKILL_BRAWLER_ES1U2_DESC	Colpire un nemico con Jab rapido riduce di 1 secondo il tempo di recupero di un incantesimo casuale, ma Jab rapido non aumenta più il tuo Danno fisico.
SKILL_BRAWLER_ES1U2_NAME	Colpi ciclici
SKILL_BRAWLER_ES1U3_DESC	Jab rapido conferisce 2 Furia al colpo, ma il suo bonus al Danno fisico è ridotto del 12%.
SKILL_BRAWLER_ES1U3_NAME	Jab Infuriante
SKILL_BRAWLER_ES1U4_DESC	Jab rapido consuma fino a 10 Furia per colpire il bersaglio più volte, consumando 2 Furia per colpo aggiuntivo, fino a 5 colpi aggiuntivi. I colpi aggiuntivi non possono attivare Colpo ristoratore, Colpi ciclici o Colpi rapidi.
SKILL_BRAWLER_ES1U4_NAME	Jab Furente
SKILL_BRAWLER_ES1_DESC	Jab rapido ora ripristina 5 Vigore al colpo.
SKILL_BRAWLER_ES1_NAME	Colpo ristoratore
SKILL_BRAWLER_ES2B10_DESC	Aumenta di 1 per punto ogni applicazione di Sanguinamento di Gancio Lacerante.
SKILL_BRAWLER_ES2B12_DESC	Aumenta del 2% per punto l'Accumulo di stordimento ottenuto per Furia consumata e del 6% per punto l'aumento massimo dell'Accumulo di stordimento.
SKILL_BRAWLER_ES2B13_DESC	Aumenta di 1 per punto ogni applicazione di Sanguinamento di Gancio Lacerante.
SKILL_BRAWLER_ES2B15_DESC	Aumenta del 2% per punto l'Accumulo di stordimento ottenuto per Furia consumata e del 6% per punto l'aumento massimo dell'Accumulo di stordimento.
SKILL_BRAWLER_ES2B16_DESC	Aumenta di 1 per punto ogni applicazione di Sanguinamento di Gancio Lacerante.
SKILL_BRAWLER_ES2B18_DESC	Aumenta del 2% per punto l'Accumulo di stordimento ottenuto per Furia consumata e del 6% per punto l'aumento massimo dell'Accumulo di stordimento.
SKILL_BRAWLER_ES2B1_NAME	Aumento Accumulo di stordimento di Gancio potente I
SKILL_BRAWLER_ES2B2_NAME	Aumento Accumulo di stordimento di Gancio potente II
SKILL_BRAWLER_ES2B3_NAME	Aumento Accumulo di stordimento di Gancio potente III
SKILL_BRAWLER_ES2U1_DESC	Gancio potente infligge il 40% di danno in più, ma il suo arco d'impatto è ridotto del 35% e non interrompe più gli attacchi nemici.
SKILL_BRAWLER_ES2U2_DESC	Gancio potente infligge Danno da taglio anziché Danno contundente.
SKILL_BRAWLER_ES2U2_NAME	Gancio tagliente
SKILL_BRAWLER_ES2U3_DESC	L'arco d'impatto di Gancio potente aumenta del 40%, ma il suo danno è ridotto del 20%.
SKILL_BRAWLER_ES2U3_NAME	Gancio spazzante
SKILL_BRAWLER_ES2U4_DESC	Gancio potente applica 3 cariche di Sanguinamento ai nemici colpiti. Se colpisce un solo nemico, applica altre 3 cariche di Sanguinamento.
SKILL_BRAWLER_ES2U5_DESC	Gancio potente ora genera 2 cariche di Furia per ogni nemico colpito.
SKILL_BRAWLER_ES2U6_DESC	Gancio potente consuma fino a 10 Furia per aumentare il suo Accumulo di stordimento del 4% per Furia consumata, fino al 40%.
SKILL_BRAWLER_ES2_DESC	Premi per lanciare. Sferra un gancio pesante, infliggendo Danno contundente con elevato Accumulo di stordimento e interrompendo il nemico.
SKILL_BRAWLER_ES3B10_DESC	Aumenta di 1 per punto la Furia conferita da Diretto Infuriante.
SKILL_BRAWLER_ES3B11_DESC	Aumenta del 2% per punto il danno ottenuto per Furia consumata e del 6% per punto l'aumento massimo del danno.
SKILL_BRAWLER_ES3B13_DESC	Aumenta di 1 per punto la Furia conferita da Diretto Infuriante.
SKILL_BRAWLER_ES3B14_DESC	Aumenta del 2% per punto il danno ottenuto per Furia consumata e del 6% per punto l'aumento massimo del danno.
SKILL_BRAWLER_ES3B16_DESC	Aumenta di 1 per punto la Furia conferita da Diretto Infuriante.
SKILL_BRAWLER_ES3B17_DESC	Aumenta del 2% per punto il danno ottenuto per Furia consumata e del 6% per punto l'aumento massimo del danno.
SKILL_BRAWLER_ES3B4_DESC	Aumenta del 15% per punto la velocità di carica di Diretto potente.
SKILL_BRAWLER_ES3B4_NAME	Aumento velocità di carica di Diretto potente I
SKILL_BRAWLER_ES3B7_DESC	Aumenta del 15% per punto la velocità di carica di Diretto potente.
SKILL_BRAWLER_ES3B7_NAME	Aumento velocità di carica di Diretto potente II
SKILL_BRAWLER_ES3U1_DESC	Diretto potente infligge il 30% di danno extra ai bersagli storditi, ma il 25% di danno in meno a quelli non storditi
SKILL_BRAWLER_ES3U1_NAME	Diretto punitivo
SKILL_BRAWLER_ES3U2_DESC	Diretto potente può essere caricato per il 50% più a lungo, aumentandone il tempo di carica massimo e il danno potenziale, ma la sua velocità di carica è ridotta del 20%.
SKILL_BRAWLER_ES3U2_NAME	Diretto costante
SKILL_BRAWLER_ES3U3_DESC	Diretto potente ora ti fa scattare in avanti.
SKILL_BRAWLER_ES3U3_NAME	Affondo diretto
SKILL_BRAWLER_ES3U4_DESC	Diretto potente si carica automaticamente al lancio.
SKILL_BRAWLER_ES3U4_NAME	Colpo automatico
SKILL_BRAWLER_ES3U5_DESC	Diretto potente consuma il Sanguinamento sui nemici colpiti per ottenere il 6% di danno in più per carica di Sanguinamento consumata, fino al 60%.
SKILL_BRAWLER_ES3U6_DESC	Diretto potente non consuma più Furia. Conferisce invece 2 Furia al colpo, più altre 4 Furia se rilasciato a carica completa.
SKILL_BRAWLER_ES3U7_DESC	Diretto potente non aumenta più il suo Accumulo di stordimento con la Furia consumata. Ottiene invece l'8% di danno in più per Furia consumata, fino all'80%.
SKILL_BRAWLER_ES3_DESC	Tieni premuto per caricare. Rilascia per sferrare un diretto pesante, infliggendo Danno contundente e interrompendo i nemici davanti a te. Il danno aumenta con il tempo di carica. Diretto potente consuma fino a 10 Furia al rilascio, aumentando il suo Accumulo di stordimento del 3% per Furia consumata, fino al 30%.
SKILL_BRAWLER_START1_DESC	Premi per lanciare. Sferra un jab rapido, infliggendo Danno contundente e potenziando il tuo Danno fisico per 2 secondi.
SKILL_BRAWLER_W10_NAME	Furia sanguinaria
SKILL_BRAWLER_W16_DESC	Aumenta il tuo danno contro i nemici sanguinanti del 12% <x1/> Aumenta di 2 il Sanguinamento massimo che puoi applicare.
SKILL_BRAWLER_W16_NAME	Nato dal sangue
SKILL_BRAWLER_W4_DESC	Aumenta il tuo Danno da taglio del 6%. <x1/> Aumenta la tua Salute massima di 15.
SKILL_BRAWLER_W4_NAME	Sangue del berserker
SKILL_BRAWLER_WBL2R4_DESC	Quando uccidi un nemico con Danno da taglio, ottieni il 20% di Danno fisico per 5 secondi.
SKILL_BRAWLER_WBL5R7_DESC	Al colpo critico, ottieni +25% Velocità d'attacco per 3 secondi
SKILL_BRAWLER_WBR2R4_DESC	Quando subisci danno che ti porterebbe sotto il 40% di HP, il danno si dimezza. Può verificarsi solo una volta ogni 30 secondi.
SKILL_BRAWLER_WBR5R7_DESC	Quando lanci un incantesimo o un'abilità il cui costo in Vigore supera il 30% del tuo massimo, recuperi il 50% del costo. Questo effetto può verificarsi solo una volta ogni 15 secondi.
SKILL_BRAWLER_WS1B11_DESC	Aumenta di 1 per punto la Furia conferita da Colpo Infuriante ogni 3 cariche di Sanguinamento sul bersaglio.
SKILL_BRAWLER_WS1B14_DESC	Aumenta di 1 per punto la Furia conferita da Colpo Infuriante ogni 3 cariche di Sanguinamento sul bersaglio.
SKILL_BRAWLER_WS1B17_DESC	Aumenta di 1 per punto la Furia conferita da Colpo Infuriante ogni 3 cariche di Sanguinamento sul bersaglio.
SKILL_BRAWLER_WS1B6_DESC	Riduce del 10% per punto la Salute sacrificata da Colpo furioso.
SKILL_BRAWLER_WS1B6_NAME	Riduzione costo in Salute di Colpo furioso I
SKILL_BRAWLER_WS1B8_DESC	Riduce del 10% per punto la Salute sacrificata da Colpo furioso.
SKILL_BRAWLER_WS1B8_NAME	Riduzione costo in Salute di Colpo furioso II
SKILL_BRAWLER_WS1B9_DESC	Riduce del 10% per punto la Salute sacrificata da Colpo furioso.
SKILL_BRAWLER_WS1B9_NAME	Riduzione costo in Salute di Colpo furioso III
SKILL_BRAWLER_WS1U1_DESC	Il tempo di recupero di Colpo furioso si azzera all'uccisione.
SKILL_BRAWLER_WS1U2_DESC	Colpo furioso ora infligge Danno contundente, ma infligge il 20% di danno in meno.
SKILL_BRAWLER_WS1U3_DESC	Colpo furioso infligge il 20% di danno in meno, ma al colpo fa spruzzare sangue al bersaglio in una piccola area, infliggendo danno ai nemici vicini. Il colpo ad area eredita il modificatore della soglia effetto selezionato per Colpo furioso.
SKILL_BRAWLER_WS1U3_NAME	Colpo scheggiante
SKILL_BRAWLER_WS1U4_DESC	Colpo furioso applica 5 cariche di Sanguinamento.
SKILL_BRAWLER_WS1U5_DESC	Colpo furioso conferisce 1 Furia ogni 3 cariche di Sanguinamento sul bersaglio.
SKILL_BRAWLER_WS1U6_DESC	Colpo furioso consuma il Sanguinamento sul bersaglio per infliggere il 6% di danno in più per carica di Sanguinamento consumata, fino al 60%.
SKILL_BRAWLER_WS1_DESC	Premi per lanciare. Scatta verso il bersaglio e colpisci, infliggendo Danno da taglio. Il lancio costa Salute.
SKILL_BRAWLER_WS2B10_DESC	Aumenta dell'1% per punto la Velocità d'attacco ottenuta per carica di Sanguinamento consumata e del 3% per punto l'aumento massimo della Velocità d'attacco.
SKILL_BRAWLER_WS2B12_DESC	Aumenta di 1 per punto la Furia aggiuntiva conferita da Frenesia Infuriante.
SKILL_BRAWLER_WS2B13_DESC	Aumenta del 2% per punto la durata ottenuta per Furia consumata e del 6% per punto l'aumento massimo della durata.
SKILL_BRAWLER_WS2B14_DESC	Aumenta dell'1% per punto la Velocità d'attacco ottenuta per carica di Sanguinamento consumata e del 3% per punto l'aumento massimo della Velocità d'attacco.
SKILL_BRAWLER_WS2B16_DESC	Aumenta di 1 per punto la Furia aggiuntiva conferita da Frenesia Infuriante.
SKILL_BRAWLER_WS2B17_DESC	Aumenta del 2% per punto la durata ottenuta per Furia consumata e del 6% per punto l'aumento massimo della durata.
SKILL_BRAWLER_WS2B18_DESC	Aumenta dell'1% per punto la Velocità d'attacco ottenuta per carica di Sanguinamento consumata e del 3% per punto l'aumento massimo della Velocità d'attacco.
SKILL_BRAWLER_WS2B1_DESC	Aumenta del 5% la Velocità d'attacco ottenuta con Frenesia.
SKILL_BRAWLER_WS2B20_DESC	Aumenta di 1 per punto la Furia aggiuntiva conferita da Frenesia Infuriante.
SKILL_BRAWLER_WS2B21_DESC	Aumenta del 2% per punto la durata ottenuta per Furia consumata e del 6% per punto l'aumento massimo della durata.
SKILL_BRAWLER_WS2B2_DESC	Aumenta del 5% la Velocità d'attacco ottenuta con Frenesia.
SKILL_BRAWLER_WS2B3_DESC	Aumenta del 5% la Velocità d'attacco ottenuta con Frenesia.
SKILL_BRAWLER_WS2B4_DESC	Aumenta di 1 per punto la Furia ottenuta con Frenesia.
SKILL_BRAWLER_WS2B4_NAME	Aumento Furia ottenuta con Frenesia I
SKILL_BRAWLER_WS2B5_DESC	Aumenta la durata di Frenesia di 0.5 secondi.
SKILL_BRAWLER_WS2B6_DESC	Aumenta di 1 per punto la Furia ottenuta con Frenesia.
SKILL_BRAWLER_WS2B6_NAME	Aumento Furia ottenuta con Frenesia II
SKILL_BRAWLER_WS2B7_DESC	Aumenta la durata di Frenesia di 0.5 secondi.
SKILL_BRAWLER_WS2B8_DESC	Aumenta di 1 per punto la Furia ottenuta con Frenesia.
SKILL_BRAWLER_WS2B8_NAME	Aumento Furia ottenuta con Frenesia III
SKILL_BRAWLER_WS2B9_DESC	Aumenta la durata di Frenesia di 0.5 secondi.
SKILL_BRAWLER_WS2U1_DESC	Aumenta la durata di Frenesia del 100%, ma riduce la Velocità d'attacco ottenuta del 60%.
SKILL_BRAWLER_WS2U1_NAME	Frenesia persistente
SKILL_BRAWLER_WS2U2_DESC	Mentre Frenesia è attiva, ottieni il 30% di Velocità di movimento.
SKILL_BRAWLER_WS2U2_NAME	Frenesia del sangue impetuoso
SKILL_BRAWLER_WS2U3_DESC	Frenesia consuma il Sanguinamento sui nemici vicini per ottenere l'1% di Velocità d'attacco in più per carica di Sanguinamento consumata, fino al 25%.
SKILL_BRAWLER_WS2U4_DESC	Frenesia non conferisce più Furia. Invece, mentre Frenesia è attiva, ogni terzo attacco applica 2 cariche di Sanguinamento.
SKILL_BRAWLER_WS2U5_DESC	Frenesia conferisce altre 3 Furia al lancio, ma il suo bonus alla Velocità d'attacco è ridotto del 25%
SKILL_BRAWLER_WS2U6_DESC	Frenesia non conferisce più Furia. Consuma invece fino a 10 Furia per aumentare la sua durata del 10% per Furia consumata.
SKILL_BRAWLER_WS2_DESC	Premi per lanciare. Ottieni 5 Furia e il 50% di Velocità d'attacco in più per 2 secondi.
SKILL_BRAWLER_WS3B10_DESC	Aumenta di 2 per punto la Furia massima che Polverizza può consumare.
SKILL_BRAWLER_WS3B10_NAME	Aumento capacità di Furia di Polverizza II
SKILL_BRAWLER_WS3B11_DESC	Aumenta dell'1% per punto il danno ottenuto per ogni Furia consumata da Polverizza.
SKILL_BRAWLER_WS3B11_NAME	Efficienza della Furia di Polverizza II
SKILL_BRAWLER_WS3B12_DESC	Aumenta del 2% per punto la riduzione dell'Armatura ottenuta per Furia consumata e del 6% per punto la riduzione massima dell'Armatura.
SKILL_BRAWLER_WS3B13_DESC	Ottieni 1 Furia aggiuntiva per ogni nemico colpito da Polverizza Infuriante.
SKILL_BRAWLER_WS3B14_DESC	Se consumi almeno 6 Furia, applica 1 carica aggiuntiva di Sanguinamento per punto.
SKILL_BRAWLER_WS3B16_DESC	Aumenta del 2% per punto la riduzione dell'Armatura ottenuta per Furia consumata e del 6% per punto la riduzione massima dell'Armatura.
SKILL_BRAWLER_WS3B17_DESC	Ottieni 1 Furia aggiuntiva per ogni nemico colpito da Polverizza Infuriante.
SKILL_BRAWLER_WS3B18_DESC	Se consumi almeno 6 Furia, applica 1 carica aggiuntiva di Sanguinamento per punto.
SKILL_BRAWLER_WS3B20_DESC	Aumenta del 2% per punto la riduzione dell'Armatura ottenuta per Furia consumata e del 6% per punto la riduzione massima dell'Armatura.
SKILL_BRAWLER_WS3B21_DESC	Ottieni 1 Furia aggiuntiva per ogni nemico colpito da Polverizza Infuriante.
SKILL_BRAWLER_WS3B22_DESC	Se consumi almeno 6 Furia, applica 1 carica aggiuntiva di Sanguinamento per punto.
SKILL_BRAWLER_WS3B7_DESC	Aumenta di 2 per punto la Furia massima che Polverizza può consumare.
SKILL_BRAWLER_WS3B7_NAME	Aumento capacità di Furia di Polverizza I
SKILL_BRAWLER_WS3B8_DESC	Aumenta dell'1% per punto il danno ottenuto per ogni Furia consumata da Polverizza.
SKILL_BRAWLER_WS3B8_NAME	Efficienza della Furia di Polverizza I
SKILL_BRAWLER_WS3B9_NAME	Riduzione costo di Polverizza I
SKILL_BRAWLER_WS3U1_DESC	Polverizza può essere lanciato su una posizione bersaglio, ma il suo tempo di recupero aumenta del 30%.
SKILL_BRAWLER_WS3U1_NAME	Polverizza proiettato
SKILL_BRAWLER_WS3U2_DESC	Polverizza infligge il 35% di danno in più ai nemici sotto il 40% di Salute, ma il 20% di danno in meno ai nemici sopra il 70% di Salute.
SKILL_BRAWLER_WS3U2_NAME	Polverizza esecutore
SKILL_BRAWLER_WS3U3_DESC	Il raggio di Polverizza aumenta del 15%.
SKILL_BRAWLER_WS3U3_NAME	Polverizza costante
SKILL_BRAWLER_WS3U4_DESC	Riduce drasticamente il tempo di lancio di Polverizza (0.2s), ma il suo danno è ridotto del 20%.
SKILL_BRAWLER_WS3U4_NAME	Polverizza remoto
SKILL_BRAWLER_WS3U5_DESC	Polverizza ora infligge Danno da taglio.
SKILL_BRAWLER_WS3U5_NAME	Polverizza tagliente
SKILL_BRAWLER_WS3U6_DESC	Polverizza consuma fino a 10 Furia per aumentare il suo danno del 5% per Furia consumata, fino al 50%, e ridurre l'Armatura dei nemici colpiti del 4% per Furia consumata per 6 secondi, fino al 40%.
SKILL_BRAWLER_WS3U7_DESC	Ottieni 2 Furia per ogni nemico colpito.
SKILL_BRAWLER_WS3U8_DESC	Polverizza non aumenta più il suo danno con la Furia consumata. Consuma invece fino a 10 Furia per applicare 1 carica di Sanguinamento ai nemici colpiti ogni 2 Furia consumate, fino a 5 cariche di Sanguinamento.
SKILL_BRAWLER_WS3U9_DESC	Polverizza non aumenta più il suo danno con la Furia consumata. Consuma invece il Sanguinamento sui nemici colpiti per infliggere il 5% di danno in più per carica di Sanguinamento consumata, fino al 50%.
SKILL_BRAWLER_WS3_DESC	Premi per lanciare. Evoca pugni schiaccianti che colpiscono il terreno attorno a te, infliggendo Danno contundente ai nemici vicini. Consuma fino a 10 Furia, aumentando il danno del 5% per Furia consumata.
SKILL_EARTHSHAKER_EBL1_NAME	Raffica di tempesta di brace
SKILL_EARTHSHAKER_EBR1_DESC	Aumenta il tuo Danno da fuoco del 9% <x1/> Aumenta il danno della tua Ustione del 60%
SKILL_EARTHSHAKER_EBR1_NAME	Cuore di fornace
SKILL_EARTHSHAKER_HWYNE_DESC	Aumenta di 2 il Sanguinamento massimo che puoi applicare. <x1/> Aumenta la tua Celerità magica di 4.
SKILL_EARTHSHAKER_HWYNE_NAME	Sangue di pietra abrasivo
SKILL_EARTHSHAKER_HWYNW_NAME	Falcata vincolata alla brina
SKILL_EARTHSHAKER_HWYSE_NAME	Cadenza magmatica
SKILL_EARTHSHAKER_HWYSW_DESC	Aumenta l'Accumulo di stordimento del 10% <x1/> Aumenta la tua Celerità magica di 4.
SKILL_EARTHSHAKER_HWYSW_NAME	Canto del tremore
SKILL_EARTHSHAKER_KEYSTONENE_DESC	Quando colpisci un nemico con il tuo terzo attacco, se il bersaglio è ustionato, scatena un'esplosione di Fuoco.
SKILL_EARTHSHAKER_KEYSTONENW_DESC	Tutte le fonti di danno infliggono il 5% di Danno da stordimento in più per carica di Gelo sul bersaglio, fino a 10.
SKILL_EARTHSHAKER_KEYSTONESE_DESC	Dopo aver consumato Furia, ottieni un'Aura di Fuoco per 5 secondi, che brucia i nemici e applica cariche di Ustione. La durata aumenta di 0.5 secondi per ogni Furia consumata.
SKILL_EARTHSHAKER_KEYSTONESW_DESC	Mentre sei in combattimento, ogni secondo un nemico assiderato vicino scelto a caso viene colpito da un tremore che infligge Danno contundente.
SKILL_EARTHSHAKER_NBL1_DESC	Aumenta l'Accumulo di stordimento del 12% <x1/> Aumenta il tuo Danno critico contro i nemici storditi del 25%
SKILL_EARTHSHAKER_NBL1_NAME	Slancio dello Scuotiterra
SKILL_EARTHSHAKER_NBR1_DESC	Aumenta il danno dei tuoi Attacchi del 12% <x1/> Aumenta la tua Probabilità di critico contro i nemici ustionati dell'8%
SKILL_EARTHSHAKER_NBR1_NAME	Colpi di brace cruenta
SKILL_EARTHSHAKER_SBL1_NAME	Schianto spaccagelo
SKILL_EARTHSHAKER_SBR1_DESC	Aumenta la durata della tua Furia di 1 secondo. <x1/> Aumenta la tua Probabilità di critico contro i nemici ustionati dell'8%
SKILL_EARTHSHAKER_SBR1_NAME	Frenesia del corno di brace
SKILL_EARTHSHAKER_WBL1_NAME	Pelle corazzata di gelo
SKILL_EARTHSHAKER_WBR1_DESC	Aumenta la durata del tuo Gelo di 1 secondo. <x1/> Aumenta la tua Probabilità di critico contro i nemici assiderati dell'8%
SKILL_EARTHSHAKER_WBR1_NAME	Precisione della presa di brina
SKILL_ECHOWEAVER_E16BR1_DESC	Aumenta la tua Penetrazione da fuoco di 2.
SKILL_ECHOWEAVER_E16BR2_DESC	Aumenta la tua Penetrazione da fuoco di 2.
SKILL_ECHOWEAVER_E16BR3_DESC	Aumenta la tua Penetrazione da fuoco di 2.
SKILL_ECHOWEAVER_E16BR4_DESC	Aumenta la tua Penetrazione da fuoco di 2.
SKILL_ECHOWEAVER_EBL1_DESC	Aumenta la tua Celerità magica di 6 <x1/> Aumenta tutto il Danno magico del 9%
SKILL_ECHOWEAVER_EBL1_NAME	Incantatore rapido
SKILL_ECHOWEAVER_EBR1_DESC	Aumenta il tuo Danno da fuoco del 9% <x1/> Aumenta la tua Penetrazione da fuoco di 5.
SKILL_ECHOWEAVER_EBR1_NAME	Tessitore di brace
SKILL_ECHOWEAVER_HWYNE_DESC	Aumenta il tuo danno contro i nemici sotto il 40% di Salute del 10%. <x1/> Aumenta la tua Celerità magica di 4.
SKILL_ECHOWEAVER_HWYNE_NAME	Filo calante
SKILL_ECHOWEAVER_HWYNW_NAME	Trama glaciale
SKILL_ECHOWEAVER_HWYSE1_DESC	Aumenta il tuo danno contro i nemici affetti da Eco temporale del 6%
SKILL_ECHOWEAVER_HWYSE_DESC	Aumenta il tuo danno contro i nemici affetti da Eco temporale del 12% <x1/> Aumenta di 2 l'Ustione massima che puoi applicare.
SKILL_ECHOWEAVER_HWYSE_NAME	Eco di brace
SKILL_ECHOWEAVER_HWYSW_NAME	Cantore della scia
SKILL_ECHOWEAVER_KEYSTONENE_DESC	Colpire un nemico con il tuo Attacco finale scatena una scarica di fuoco che infligge Danno da fuoco a tutti i nemici vicini. Il danno inflitto aumenta con il numero di cariche di Ondata temporale che possiedi, fino a 10.
SKILL_ECHOWEAVER_KEYSTONENW_DESC	Effetto: quando colpisci un nemico con il tuo Attacco finale, se il bersaglio ha almeno 5 cariche di Eco temporale, consuma tutta l'Eco temporale su quel nemico per scatenare una scarica di ghiaccio che applica a tutti i nemici vicini un numero di cariche di Gelo pari all'Eco temporale consumata.
SKILL_ECHOWEAVER_KEYSTONESE_DESC	Dopo aver usato un'abilità dell'Elfo, il tuo prossimo incantesimo di Fuoco consuma fino a 10 cariche di Ondata temporale per ridurre il proprio tempo di recupero del 4% per carica di Ondata temporale consumata. Questo effetto dura 5 secondi e ha un tempo di recupero di 10 secondi.
SKILL_ECHOWEAVER_KEYSTONESW_DESC	Ogni volta che viene consumato Gelo su un nemico, applica la stessa quantità di Eco temporale per la durata rimanente.
SKILL_ECHOWEAVER_NBL1_DESC	Aumenta il danno dei tuoi Attacchi del 10% <x1/> Aumenta la durata della tua Eco temporale di 2 secondi.
SKILL_ECHOWEAVER_NBL1_NAME	Lama persistente
SKILL_ECHOWEAVER_NBR1_DESC	Aumenta la tua Velocità d'attacco del 9% <x1/> Aumenta tutto il Danno fisico del 9%
SKILL_ECHOWEAVER_NBR1_NAME	Schermagliatore arcano
SKILL_ECHOWEAVER_SBL1_DESC	Aumenta il potere rallentante della tua Eco temporale del 50% <x1/> Aumenta la tua Probabilità di critico contro i nemici riecheggiati dell'8%
SKILL_ECHOWEAVER_SBL1_NAME	Cercatore di risonanza
SKILL_ECHOWEAVER_SBR1_DESC	Aumenta il tuo Danno da etere del 9% <x1/> Aumenta la durata della tua Ondata temporale di 1 secondo.
SKILL_ECHOWEAVER_SBR1_NAME	Falcata d'etere
SKILL_ECHOWEAVER_WBL1_NAME	Vincolagelo
SKILL_ECHOWEAVER_WBR1_DESC	Aumenta tutto il Danno magico del 9% <x1/> Aumenta la tua Probabilità di critico contro i nemici assiderati dell'8%
SKILL_ECHOWEAVER_WBR1_NAME	Danzatore della frantumazione
SKILL_ELEMENTALRANGER_EBL1_DESC	Aumenta il tuo Danno critico contro i nemici ustionati del 25% <x1/> Aumenta la tua Velocità d'attacco del 9%
SKILL_ELEMENTALRANGER_EBL1_NAME	Cacciatore dal sangue caldo
SKILL_ELEMENTALRANGER_EBR1_NAME	Mira termica
SKILL_ELEMENTALRANGER_HWYNE_DESC	Aumenta la tua Celerità magica di 8. <x1/> Aumenta di 4 la Concentrazione che ottieni al colpo.
SKILL_ELEMENTALRANGER_HWYNE_NAME	Slancio arcano
SKILL_ELEMENTALRANGER_HWYNW_NAME	Tiro gelido
SKILL_ELEMENTALRANGER_HWYSE_DESC	Aumenta di 2 il Veleno massimo che puoi applicare. <x1/> Aumenta di 2 l'Ustione massima che puoi applicare.
SKILL_ELEMENTALRANGER_HWYSE_NAME	Faretra del fuoco infetto
SKILL_ELEMENTALRANGER_HWYSW_DESC	Aumenta di 2 il Sanguinamento massimo che puoi applicare. <x1/> Aumenta la tua Celerità magica di 4.
SKILL_ELEMENTALRANGER_HWYSW_NAME	Concentrazione ravvivata dal sangue
